#1+z Log10(Mass/Msun) Log10(Average_SFR_for_All_Halos/(Msun/yr)) One-sigma-uncertainty(dex)
1.05682 14.85 -1.00718 0.929141
1.05682 14.9 -1.04528 0.952554
1.05682 14.95 -1.0841 0.978054
1.05682 15 -1.12366 1.0101
1.0666 10 -3.27848 0.215826
1.0666 10.05 -3.16602 0.208981
1.0666 10.1 -3.05369 0.199335
1.0666 10.15 -2.94151 0.188663
1.0666 10.2 -2.82949 0.180551
1.0666 10.25 -2.71764 0.171689
1.0666 10.3 -2.60599 0.170034
1.0666 10.35 -2.49455 0.162983
1.0666 10.4 -2.38333 0.159366
1.0666 10.45 -2.27233 0.151209
1.0666 10.5 -2.16152 0.149724
1.0666 10.55 -2.05088 0.145832
1.0666 10.6 -1.94033 0.145071
1.0666 10.65 -1.82974 0.141607
1.0666 10.7 -1.71898 0.140271
1.0666 10.75 -1.60788 0.136771
1.0666 10.8 -1.49633 0.133588
1.0666 10.85 -1.38433 0.132276
1.0666 10.9 -1.27203 0.134749
1.0666 10.95 -1.15985 0.135377
1.0666 11 -1.04847 0.134105
1.0666 11.05 -0.938825 0.134415
1.0666 11.1 -0.832018 0.133228
1.0666 11.15 -0.729244 0.135979
1.0666 11.2 -0.63166 0.136251
1.0666 11.25 -0.540299 0.135846
1.0666 11.3 -0.455994 0.13533
1.0666 11.35 -0.379337 0.133882
1.0666 11.4 -0.310665 0.133232
1.0666 11.45 -0.250054 0.130008
1.0666 11.5 -0.197338 0.131789
1.0666 11.55 -0.152134 0.130437
1.0666 11.6 -0.11388 0.128138
1.0666 11.65 -0.0818811 0.128803
1.0666 11.7 -0.0553726 0.132591
1.0666 11.75 -0.0335815 0.133513
1.0666 11.8 -0.0157837 0.133366
1.0666 11.85 -0.00134748 0.131293
1.0666 11.9 0.0102454 0.136706
1.0666 11.95 0.019399 0.139903
1.0666 12 0.0264198 0.14273
1.0666 12.05 0.0315405 0.142982
1.0666 12.1 0.0349442 0.145153
1.0666 12.15 0.0367839 0.146963
1.0666 12.2 0.0371948 0.148064
1.0666 12.25 0.0362995 0.153251
1.0666 12.3 0.0342101 0.154262
1.0666 12.35 0.0310273 0.157679
1.0666 12.4 0.0268394 0.158891
1.0666 12.45 0.0217218 0.160177
1.0666 12.5 0.0157372 0.167543
1.0666 12.55 0.00893655 0.168135
1.0666 12.6 0.0013602 0.173562
1.0666 12.65 -0.00696035 0.178893
1.0666 12.7 -0.016001 0.183633
1.0666 12.75 -0.0257438 0.187836
1.0666 12.8 -0.0361755 0.194408
1.0666 12.85 -0.0472868 0.204215
1.0666 12.9 -0.0590714 0.213993
1.0666 12.95 -0.0715255 0.219845
1.0666 13 -0.0846469 0.228778
1.0666 13.05 -0.0984351 0.242634
1.0666 13.1 -0.112891 0.257653
1.0666 13.15 -0.128015 0.272212
1.0666 13.2 -0.14381 0.282498
1.0666 13.25 -0.160278 0.295561
1.0666 13.3 -0.177422 0.300238
1.0666 13.35 -0.195245 0.310651
1.0666 13.4 -0.213751 0.321833
1.0666 13.45 -0.232942 0.338815
1.0666 13.5 -0.252823 0.359198
1.0666 13.55 -0.273396 0.375365
1.0666 13.6 -0.294666 0.389158
1.0666 13.65 -0.316635 0.403414
1.0666 13.7 -0.339307 0.414914
1.0666 13.75 -0.362686 0.430826
1.0666 13.8 -0.386774 0.44858
1.0666 13.85 -0.411575 0.466236
1.0666 13.9 -0.437093 0.480919
1.0666 13.95 -0.46333 0.502394
1.0666 14 -0.490289 0.518987
1.0666 14.05 -0.517973 0.535485
1.0666 14.1 -0.546385 0.558011
1.0666 14.15 -0.575528 0.580787
1.0666 14.2 -0.605405 0.610129
1.0666 14.25 -0.636018 0.641642
1.0666 14.3 -0.66737 0.661544
1.0666 14.35 -0.699463 0.687213
1.0666 14.4 -0.732299 0.704636
1.0666 14.45 -0.765882 0.726631
1.0666 14.5 -0.800213 0.750486
1.0666 14.55 -0.835295 0.771668
1.0666 14.6 -0.871129 0.798208
1.0666 14.65 -0.907718 0.819796
1.0666 14.7 -0.945064 0.839395
1.0666 14.75 -0.983168 0.861617
1.0666 14.8 -1.02203 0.889224
1.0666 14.85 -1.06166 0.920667
1.0666 14.9 -1.10205 0.954148
1.0666 14.95 -1.14321 0.988681
1.0666 15 -1.18514 1.02859
1.07647 10 -3.27912 0.214023
1.07647 10.05 -3.1665 0.204428
1.07647 10.1 -3.054 0.194328
1.07647 10.15 -2.94165 0.184389
1.07647 10.2 -2.82946 0.178161
1.07647 10.25 -2.71744 0.170089
1.07647 10.3 -2.60561 0.165359
1.07647 10.35 -2.49399 0.159887
1.07647 10.4 -2.38259 0.15567
1.07647 10.45 -2.2714 0.150785
1.07647 10.5 -2.16041 0.147132
1.07647 10.55 -2.04958 0.145687
1.07647 10.6 -1.93883 0.143887
1.07647 10.65 -1.82804 0.140448
1.07647 10.7 -1.71705 0.137896
1.07647 10.75 -1.60569 0.136388
1.07647 10.8 -1.49381 0.133605
1.07647 10.85 -1.38139 0.129752
1.07647 10.9 -1.26855 0.132337
1.07647 10.95 -1.1557 0.13201
1.07647 11 -1.04348 0.130563
1.07647 11.05 -0.932854 0.133323
1.07647 11.1 -0.824942 0.132541
1.07647 11.15 -0.720973 0.134253
1.07647 11.2 -0.622152 0.135656
1.07647 11.25 -0.52956 0.134236
1.07647 11.3 -0.444077 0.134738
1.07647 11.35 -0.366335 0.132131
1.07647 11.4 -0.296703 0.131939
1.07647 11.45 -0.235282 0.130669
1.07647 11.5 -0.18192 0.130747
1.07647 11.55 -0.136242 0.128712
1.07647 11.6 -0.0976781 0.126651
1.07647 11.65 -0.0655238 0.127289
1.07647 11.7 -0.0389922 0.130097
1.07647 11.75 -0.0172832 0.132638
1.07647 11.8 0.000356088 0.131798
1.07647 11.85 0.0145845 0.128276
1.07647 11.9 0.0259413 0.132524
1.07647 11.95 0.0348435 0.137762
1.07647 12 0.0416028 0.142031
1.07647 12.05 0.0464502 0.141289
1.07647 12.1 0.0495638 0.141943
1.07647 12.15 0.0510897 0.145454
1.07647 12.2 0.0511565 0.144039
1.07647 12.25 0.049882 0.149221
1.07647 12.3 0.047375 0.149587
1.07647 12.35 0.0437348 0.152596
1.07647 12.4 0.0390492 0.154918
1.07647 12.45 0.0333941 0.159457
1.07647 12.5 0.0268329 0.162196
1.07647 12.55 0.0194174 0.164463
1.07647 12.6 0.0111888 0.169586
1.07647 12.65 0.00217926 0.175121
1.07647 12.7 -0.00758667 0.175861
1.07647 12.75 -0.0180906 0.181531
1.07647 12.8 -0.0293192 0.188004
1.07647 12.85 -0.0412629 0.196809
1.07647 12.9 -0.0539156 0.204761
1.07647 12.95 -0.0672733 0.208028
1.07647 13 -0.0813342 0.219243
1.07647 13.05 -0.0960977 0.232276
1.07647 13.1 -0.111565 0.244685
1.07647 13.15 -0.127736 0.257992
1.07647 13.2 -0.144615 0.271952
1.07647 13.25 -0.162204 0.283412
1.07647 13.3 -0.180506 0.295864
1.07647 13.35 -0.199524 0.310047
1.07647 13.4 -0.219262 0.323514
1.07647 13.45 -0.239722 0.332506
1.07647 13.5 -0.26091 0.345307
1.07647 13.55 -0.282829 0.361008
1.07647 13.6 -0.305482 0.377607
1.07647 13.65 -0.328872 0.39398
1.07647 13.7 -0.353004 0.41218
1.07647 13.75 -0.377882 0.427429
1.07647 13.8 -0.403508 0.442319
1.07647 13.85 -0.429885 0.457917
1.07647 13.9 -0.457018 0.482188
1.07647 13.95 -0.48491 0.498009
1.07647 14 -0.513563 0.515735
1.07647 14.05 -0.542981 0.539235
1.07647 14.1 -0.573167 0.56551
1.07647 14.15 -0.604123 0.588533
1.07647 14.2 -0.635853 0.610104
1.07647 14.25 -0.668359 0.629505
1.07647 14.3 -0.701644 0.657318
1.07647 14.35 -0.73571 0.68571
1.07647 14.4 -0.770561 0.703424
1.07647 14.45 -0.806198 0.721104
1.07647 14.5 -0.842623 0.738206
1.07647 14.55 -0.87984 0.768325
1.07647 14.6 -0.91785 0.791113
1.07647 14.65 -0.956656 0.821978
1.07647 14.7 -0.99626 0.863852
1.07647 14.75 -1.03666 0.890956
1.07647 14.8 -1.07787 0.918384
1.07647 14.85 -1.11988 0.941806
1.07647 14.9 -1.16269 0.967216
1.07647 14.95 -1.20631 0.992348
1.07647 15 -1.25074 1.02567
1.08643 10 -3.27982 0.211324
1.08643 10.05 -3.16703 0.199253
1.08643 10.1 -3.05437 0.188022
1.08643 10.15 -2.94185 0.180481
1.08643 10.2 -2.82949 0.17514
1.08643 10.25 -2.7173 0.168709
1.08643 10.3 -2.6053 0.163029
1.08643 10.35 -2.4935 0.158286
1.08643 10.4 -2.38191 0.155351
1.08643 10.45 -2.27054 0.148573
1.08643 10.5 -2.15937 0.145718
1.08643 10.55 -2.04835 0.145377
1.08643 10.6 -1.93741 0.143977
1.08643 10.65 -1.82641 0.138865
1.08643 10.7 -1.7152 0.137882
1.08643 10.75 -1.60358 0.133868
1.08643 10.8 -1.49139 0.131342
1.08643 10.85 -1.37856 0.127445
1.08643 10.9 -1.2652 0.130917
1.08643 10.95 -1.15167 0.131646
1.08643 11 -1.03863 0.129408
1.08643 11.05 -0.927021 0.130501
1.08643 11.1 -0.817991 0.130418
1.08643 11.15 -0.712809 0.132597
1.08643 11.2 -0.612725 0.132878
1.08643 11.25 -0.51887 0.130604
1.08643 11.3 -0.432171 0.133924
1.08643 11.35 -0.353306 0.130593
1.08643 11.4 -0.282677 0.129928
1.08643 11.45 -0.220411 0.129343
1.08643 11.5 -0.166375 0.12962
1.08643 11.55 -0.120199 0.126741
1.08643 11.6 -0.0813144 0.126281
1.08643 11.65 -0.0490022 0.126763
1.08643 11.7 -0.022455 0.128645
1.08643 11.75 -0.0008446 0.131747
1.08643 11.8 0.0166129 0.128551
1.08643 11.85 0.0306056 0.127875
1.08643 11.9 0.0416964 0.13192
1.08643 11.95 0.050318 0.13707
1.08643 12 0.0567884 0.139776
1.08643 12.05 0.0613381 0.137931
1.08643 12.1 0.0641395 0.14033
1.08643 12.15 0.0653315 0.141562
1.08643 12.2 0.0650352 0.142827
1.08643 12.25 0.0633627 0.144658
1.08643 12.3 0.0604189 0.145414
1.08643 12.35 0.0563006 0.147638
1.08643 12.4 0.0510952 0.148163
1.08643 12.45 0.0448786 0.154152
1.08643 12.5 0.0377149 0.157288
1.08643 12.55 0.0296566 0.16016
1.08643 12.6 0.0207456 0.161437
1.08643 12.65 0.0110149 0.165761
1.08643 12.7 0.000489425 0.170867
1.08643 12.75 -0.0108121 0.176422
1.08643 12.8 -0.022876 0.182913
1.08643 12.85 -0.0356929 0.191633
1.08643 12.9 -0.0492564 0.197114
1.08643 12.95 -0.0635628 0.202567
1.08643 13 -0.0786102 0.212633
1.08643 13.05 -0.0943983 0.228465
1.08643 13.1 -0.110928 0.240863
1.08643 13.15 -0.128201 0.258024
1.08643 13.2 -0.14622 0.267964
1.08643 13.25 -0.164988 0.277748
1.08643 13.3 -0.184508 0.29016
1.08643 13.35 -0.204783 0.301377
1.08643 13.4 -0.225817 0.318854
1.08643 13.45 -0.247615 0.333302
1.08643 13.5 -0.270179 0.351545
1.08643 13.55 -0.293515 0.359793
1.08643 13.6 -0.317625 0.374246
1.08643 13.65 -0.342513 0.396364
1.08643 13.7 -0.368184 0.410568
1.08643 13.75 -0.394641 0.427494
1.08643 13.8 -0.421887 0.443605
1.08643 13.85 -0.449927 0.457938
1.08643 13.9 -0.478763 0.475416
1.08643 13.95 -0.5084 0.495716
1.08643 14 -0.53884 0.522129
1.08643 14.05 -0.570087 0.54312
1.08643 14.1 -0.602143 0.571329
1.08643 14.15 -0.635012 0.596951
1.08643 14.2 -0.668697 0.610274
1.08643 14.25 -0.703201 0.627239
1.08643 14.3 -0.738526 0.646384
1.08643 14.35 -0.774675 0.676844
1.08643 14.4 -0.811651 0.698761
1.08643 14.45 -0.849456 0.728453
1.08643 14.5 -0.888093 0.759466
1.08643 14.55 -0.927563 0.784123
1.08643 14.6 -0.967871 0.80539
1.08643 14.65 -1.00902 0.828475
1.08643 14.7 -1.051 0.854146
1.08643 14.75 -1.09383 0.878464
1.08643 14.8 -1.13751 0.906951
1.08643 14.85 -1.18203 0.937545
1.08643 14.9 -1.2274 0.96795
1.08643 14.95 -1.27362 0.994891
1.08643 15 -1.3207 1.02501
1.09648 10 -3.28055 0.2059
1.09648 10.05 -3.16761 0.194013
1.09648 10.1 -3.05479 0.186337
1.09648 10.15 -2.94211 0.177484
1.09648 10.2 -2.82958 0.17166
1.09648 10.25 -2.71722 0.165995
1.09648 10.3 -2.60504 0.161706
1.09648 10.35 -2.49306 0.156128
1.09648 10.4 -2.3813 0.152661
1.09648 10.45 -2.26974 0.147792
1.09648 10.5 -2.15839 0.144285
1.09648 10.55 -2.04718 0.142874
1.09648 10.6 -1.93605 0.143538
1.09648 10.65 -1.82486 0.138278
1.09648 10.7 -1.71343 0.135705
1.09648 10.75 -1.60156 0.131793
1.09648 10.8 -1.48907 0.130138
1.09648 10.85 -1.37584 0.125387
1.09648 10.9 -1.26197 0.128798
1.09648 10.95 -1.14779 0.131191
1.09648 11 -1.03393 0.127726
1.09648 11.05 -0.92133 0.128535
1.09648 11.1 -0.811175 0.129624
1.09648 11.15 -0.704762 0.131662
1.09648 11.2 -0.603389 0.131331
1.09648 11.25 -0.508237 0.131133
1.09648 11.3 -0.420286 0.133125
1.09648 11.35 -0.340257 0.127899
1.09648 11.4 -0.268591 0.129136
1.09648 11.45 -0.205444 0.129333
1.09648 11.5 -0.150701 0.128246
1.09648 11.55 -0.104004 0.125915
1.09648 11.6 -0.0647829 0.126238
1.09648 11.65 -0.0323073 0.12644
1.09648 11.7 -0.00574958 0.129391
1.09648 11.75 0.0157473 0.130616
1.09648 11.8 0.0329999 0.12844
1.09648 11.85 0.0467285 0.127826
1.09648 11.9 0.0575224 0.131203
1.09648 11.95 0.0658323 0.134101
1.09648 12 0.0719845 0.139443
1.09648 12.05 0.0762099 0.138296
1.09648 12.1 0.0786754 0.138223
1.09648 12.15 0.0795118 0.139962
1.09648 12.2 0.0788323 0.143416
1.09648 12.25 0.0767418 0.142418
1.09648 12.3 0.0733406 0.141971
1.09648 12.35 0.0687228 0.141661
1.09648 12.4 0.0629744 0.146202
1.09648 12.45 0.0561713 0.148441
1.09648 12.5 0.0483778 0.151925
1.09648 12.55 0.0396473 0.155435
1.09648 12.6 0.0300225 0.157112
1.09648 12.65 0.0195368 0.163924
1.09648 12.7 0.00821574 0.167065
1.09648 12.75 -0.00392162 0.171111
1.09648 12.8 -0.0168615 0.177839
1.09648 12.85 -0.0305943 0.182977
1.09648 12.9 -0.0451137 0.19405
1.09648 12.95 -0.060416 0.20359
1.09648 13 -0.0764996 0.207443
1.09648 13.05 -0.0933642 0.219226
1.09648 13.1 -0.111011 0.235915
1.09648 13.15 -0.129442 0.24825
1.09648 13.2 -0.14866 0.257993
1.09648 13.25 -0.168668 0.273875
1.09648 13.3 -0.189469 0.288388
1.09648 13.35 -0.211068 0.301451
1.09648 13.4 -0.233468 0.312784
1.09648 13.45 -0.256673 0.328768
1.09648 13.5 -0.280687 0.342209
1.09648 13.55 -0.305515 0.358607
1.09648 13.6 -0.331161 0.375447
1.09648 13.65 -0.357628 0.391512
1.09648 13.7 -0.38492 0.404608
1.09648 13.75 -0.413042 0.419538
1.09648 13.8 -0.441998 0.442398
1.09648 13.85 -0.47179 0.461104
1.09648 13.9 -0.502423 0.487133
1.09648 13.95 -0.5339 0.516108
1.09648 14 -0.566225 0.540207
1.09648 14.05 -0.599401 0.564945
1.09648 14.1 -0.633431 0.588886
1.09648 14.15 -0.668319 0.608713
1.09648 14.2 -0.704067 0.623002
1.09648 14.25 -0.740679 0.642146
1.09648 14.3 -0.778157 0.66181
1.09648 14.35 -0.816504 0.681746
1.09648 14.4 -0.855724 0.704072
1.09648 14.45 -0.895818 0.724827
1.09648 14.5 -0.936789 0.748528
1.09648 14.55 -0.978639 0.768418
1.09648 14.6 -1.02137 0.793733
1.09648 14.65 -1.06499 0.820621
1.09648 14.7 -1.10949 0.853431
1.09648 14.75 -1.15489 0.88706
1.09648 14.8 -1.20117 0.916054
1.09648 14.85 -1.24835 0.950134
1.09648 14.9 -1.29642 0.982541
1.09648 14.95 -1.34539 1.01699
1.09648 15 -1.39525 1.05689
1.10662 10 -3.28133 0.199869
1.10662 10.05 -3.16824 0.191873
1.10662 10.1 -3.05526 0.184789
1.10662 10.15 -2.94242 0.175254
1.10662 10.2 -2.82972 0.168259
1.10662 10.25 -2.71719 0.163221
1.10662 10.3 -2.60484 0.159756
1.10662 10.35 -2.49269 0.155273
1.10662 10.4 -2.38075 0.152262
1.10662 10.45 -2.26901 0.148678
1.10662 10.5 -2.15747 0.143945
1.10662 10.55 -2.04609 0.143844
1.10662 10.6 -1.93477 0.14113
1.10662 10.65 -1.82338 0.138445
1.10662 10.7 -1.71175 0.133984
1.10662 10.75 -1.59964 0.131973
1.10662 10.8 -1.48684 0.129324
1.10662 10.85 -1.37324 0.124138
1.10662 10.9 -1.25887 0.127246
1.10662 10.95 -1.14404 0.128806
1.10662 11 -1.02937 0.126704
1.10662 11.05 -0.91579 0.126158
1.10662 11.1 -0.804503 0.129218
1.10662 11.15 -0.696843 0.129679
1.10662 11.2 -0.594155 0.130587
1.10662 11.25 -0.497675 0.130947
1.10662 11.3 -0.408434 0.130287
1.10662 11.35 -0.3272 0.127461
1.10662 11.4 -0.254455 0.128853
1.10662 11.45 -0.190387 0.130836
1.10662 11.5 -0.134904 0.127007
1.10662 11.55 -0.0876573 0.12447
1.10662 11.6 -0.0480798 0.123517
1.10662 11.65 -0.0154323 0.124744
1.10662 11.7 0.0111336 0.128614
1.10662 11.75 0.0325039 0.129957
1.10662 11.8 0.0495297 0.127952
1.10662 11.85 0.0629655 0.127526
1.10662 11.9 0.0734305 0.131587
1.10662 11.95 0.0813959 0.134419
1.10662 12 0.0871987 0.13708
1.10662 12.05 0.0910712 0.137046
1.10662 12.1 0.0931751 0.13736
1.10662 12.15 0.0936327 0.137014
1.10662 12.2 0.0925481 0.139345
1.10662 12.25 0.0900185 0.141393
1.10662 12.3 0.0861383 0.139011
1.10662 12.35 0.0809982 0.140119
1.10662 12.4 0.0746825 0.142353
1.10662 12.45 0.0672664 0.145644
1.10662 12.5 0.0588147 0.149063
1.10662 12.55 0.0493813 0.155396
1.10662 12.6 0.0390095 0.16009
1.10662 12.65 0.0277333 0.159779
1.10662 12.7 0.0155788 0.167458
1.10662 12.75 0.00256534 0.173655
1.10662 12.8 -0.0112931 0.179682
1.10662 12.85 -0.0259868 0.182234
1.10662 12.9 -0.0415096 0.18888
1.10662 12.95 -0.0578578 0.198126
1.10662 13 -0.0750299 0.206544
1.10662 13.05 -0.093026 0.22085
1.10662 13.1 -0.111847 0.231395
1.10662 13.15 -0.131496 0.243416
1.10662 13.2 -0.151975 0.255528
1.10662 13.25 -0.173288 0.271883
1.10662 13.3 -0.195439 0.281546
1.10662 13.35 -0.21843 0.294136
1.10662 13.4 -0.242268 0.308796
1.10662 13.45 -0.266956 0.322444
1.10662 13.5 -0.292498 0.340342
1.10662 13.55 -0.318899 0.361864
1.10662 13.6 -0.346162 0.375834
1.10662 13.65 -0.374293 0.392094
1.10662 13.7 -0.403296 0.411228
1.10662 13.75 -0.433173 0.431764
1.10662 13.8 -0.463931 0.452123
1.10662 13.85 -0.495572 0.476083
1.10662 13.9 -0.5281 0.499595
1.10662 13.95 -0.561519 0.522079
1.10662 14 -0.595832 0.540617
1.10662 14.05 -0.631044 0.557393
1.10662 14.1 -0.667157 0.575437
1.10662 14.15 -0.704175 0.605085
1.10662 14.2 -0.742101 0.631687
1.10662 14.25 -0.780938 0.654781
1.10662 14.3 -0.820689 0.677256
1.10662 14.35 -0.861358 0.703544
1.10662 14.4 -0.902946 0.722625
1.10662 14.45 -0.945456 0.743878
1.10662 14.5 -0.988892 0.766664
1.10662 14.55 -1.03326 0.809861
1.10662 14.6 -1.07855 0.842379
1.10662 14.65 -1.12478 0.870007
1.10662 14.7 -1.17194 0.897892
1.10662 14.75 -1.22004 0.928828
1.10662 14.8 -1.26908 0.95352
1.10662 14.85 -1.31906 0.981305
1.10662 14.9 -1.36998 1.01895
1.10662 14.95 -1.42185 1.04863
1.10662 15 -1.47467 1.08906
1.11686 10 -3.28215 0.195888
1.11686 10.05 -3.16891 0.188898
1.11686 10.1 -3.05578 0.182648
1.11686 10.15 -2.94278 0.172877
1.11686 10.2 -2.82992 0.167505
1.11686 10.25 -2.71723 0.161969
1.11686 10.3 -2.60471 0.157513
1.11686 10.35 -2.49238 0.155093
1.11686 10.4 -2.38026 0.151476
1.11686 10.45 -2.26835 0.146877
1.11686 10.5 -2.15663 0.14289
1.11686 10.55 -2.04506 0.141464
1.11686 10.6 -1.93356 0.140067
1.11686 10.65 -1.82198 0.137609
1.11686 10.7 -1.71014 0.133934
1.11686 10.75 -1.5978 0.132222
1.11686 10.8 -1.48472 0.128547
1.11686 10.85 -1.37076 0.123904
1.11686 10.9 -1.2559 0.124774
1.11686 10.95 -1.14044 0.127034
1.11686 11 -1.02496 0.126089
1.11686 11.05 -0.91041 0.126239
1.11686 11.1 -0.797986 0.127259
1.11686 11.15 -0.689064 0.128744
1.11686 11.2 -0.585038 0.130198
1.11686 11.25 -0.487197 0.130731
1.11686 11.3 -0.396628 0.128756
1.11686 11.35 -0.314148 0.127328
1.11686 11.4 -0.240281 0.129951
1.11686 11.45 -0.17525 0.131094
1.11686 11.5 -0.118987 0.126843
1.11686 11.55 -0.0711599 0.124054
1.11686 11.6 -0.0312035 0.121785
1.11686 11.65 0.00162836 0.124464
1.11686 11.7 0.0282033 0.128543
1.11686 11.75 0.0494364 0.129398
1.11686 11.8 0.0662145 0.128295
1.11686 11.85 0.0793293 0.127721
1.11686 11.9 0.0894325 0.130919
1.11686 11.95 0.0970191 0.132428
1.11686 12 0.102439 0.134538
1.11686 12.05 0.105928 0.13483
1.11686 12.1 0.107643 0.134935
1.11686 12.15 0.107697 0.137352
1.11686 12.2 0.106184 0.13661
1.11686 12.25 0.103192 0.136741
1.11686 12.3 0.0988103 0.134834
1.11686 12.35 0.093124 0.134597
1.11686 12.4 0.0862154 0.138942
1.11686 12.45 0.0781588 0.143672
1.11686 12.5 0.0690191 0.144483
1.11686 12.55 0.0588504 0.151253
1.11686 12.6 0.0476968 0.159618
1.11686 12.65 0.035593 0.163225
1.11686 12.7 0.0225652 0.166663
1.11686 12.75 0.00863331 0.170753
1.11686 12.8 -0.00618858 0.177353
1.11686 12.85 -0.0218907 0.179837
1.11686 12.9 -0.0384669 0.186447
1.11686 12.95 -0.0559136 0.195876
1.11686 13 -0.0742295 0.208238
1.11686 13.05 -0.0934148 0.21836
1.11686 13.1 -0.113471 0.229186
1.11686 13.15 -0.134401 0.24481
1.11686 13.2 -0.156207 0.25844
1.11686 13.25 -0.178893 0.272932
1.11686 13.3 -0.202464 0.28289
1.11686 13.35 -0.226923 0.296433
1.11686 13.4 -0.252275 0.313783
1.11686 13.45 -0.278525 0.325054
1.11686 13.5 -0.305676 0.341697
1.11686 13.55 -0.333735 0.357066
1.11686 13.6 -0.362704 0.371683
1.11686 13.65 -0.392589 0.393535
1.11686 13.7 -0.423395 0.414687
1.11686 13.75 -0.455124 0.434229
1.11686 13.8 -0.487782 0.451084
1.11686 13.85 -0.521373 0.469768
1.11686 13.9 -0.555901 0.492672
1.11686 13.95 -0.591369 0.510287
1.11686 14 -0.627781 0.532689
1.11686 14.05 -0.665141 0.561816
1.11686 14.1 -0.703453 0.579665
1.11686 14.15 -0.74272 0.602393
1.11686 14.2 -0.782945 0.62367
1.11686 14.25 -0.824131 0.645949
1.11686 14.3 -0.866283 0.677658
1.11686 14.35 -0.909401 0.716315
1.11686 14.4 -0.953491 0.738107
1.11686 14.45 -0.998554 0.767077
1.11686 14.5 -1.04459 0.798595
1.11686 14.55 -1.09161 0.824008
1.11686 14.6 -1.13961 0.850835
1.11686 14.65 -1.18859 0.879111
1.11686 14.7 -1.23856 0.905579
1.11686 14.75 -1.28952 0.936345
1.11686 14.8 -1.34147 0.967738
1.11686 14.85 -1.39442 0.99365
1.11686 14.9 -1.44835 1.04102
1.11686 14.95 -1.50329 1.07197
1.11686 15 -1.55922 1.11432
1.1272 10 -3.28301 0.192179
1.1272 10.05 -3.16962 0.18565
1.1272 10.1 -3.05634 0.178241
1.1272 10.15 -2.94319 0.170894
1.1272 10.2 -2.83017 0.167826
1.1272 10.25 -2.71732 0.160207
1.1272 10.3 -2.60463 0.155501
1.1272 10.35 -2.49214 0.154022
1.1272 10.4 -2.37984 0.14957
1.1272 10.45 -2.26775 0.144764
1.1272 10.5 -2.15586 0.142431
1.1272 10.55 -2.04411 0.141299
1.1272 10.6 -1.93242 0.138265
1.1272 10.65 -1.82066 0.135612
1.1272 10.7 -1.70862 0.131032
1.1272 10.75 -1.59605 0.131672
1.1272 10.8 -1.4827 0.127334
1.1272 10.85 -1.36838 0.122585
1.1272 10.9 -1.25307 0.123109
1.1272 10.95 -1.13699 0.126084
1.1272 11 -1.02072 0.125843
1.1272 11.05 -0.905195 0.125909
1.1272 11.1 -0.791631 0.128261
1.1272 11.15 -0.681434 0.128451
1.1272 11.2 -0.576048 0.129526
1.1272 11.25 -0.476816 0.130327
1.1272 11.3 -0.38488 0.12808
1.1272 11.35 -0.301111 0.127514
1.1272 11.4 -0.226078 0.129224
1.1272 11.45 -0.16004 0.129366
1.1272 11.5 -0.102957 0.127535
1.1272 11.55 -0.0545137 0.12178
1.1272 11.6 -0.0141519 0.119984
1.1272 11.65 0.0188803 0.122052
1.1272 11.7 0.0454683 0.128706
1.1272 11.75 0.0665562 0.128356
1.1272 11.8 0.0830675 0.12957
1.1272 11.85 0.0958334 0.127223
1.1272 11.9 0.105541 0.129926
1.1272 11.95 0.112713 0.129963
1.1272 12 0.117716 0.1328
1.1272 12.05 0.120788 0.135228
1.1272 12.1 0.122084 0.134629
1.1272 12.15 0.121707 0.136603
1.1272 12.2 0.11974 0.135866
1.1272 12.25 0.116263 0.136922
1.1272 12.3 0.111355 0.134704
1.1272 12.35 0.105098 0.136118
1.1272 12.4 0.0975692 0.139032
1.1272 12.45 0.0888431 0.143051
1.1272 12.5 0.078984 0.145268
1.1272 12.55 0.0680462 0.148964
1.1272 12.6 0.0560744 0.154619
1.1272 12.65 0.0431036 0.161027
1.1272 12.7 0.0291608 0.168052
1.1272 12.75 0.014266 0.173282
1.1272 12.8 -0.00156666 0.176438
1.1272 12.85 -0.0183272 0.179443
1.1272 12.9 -0.0360095 0.185193
1.1272 12.95 -0.0546103 0.198741
1.1272 13 -0.0741282 0.208116
1.1272 13.05 -0.0945637 0.22212
1.1272 13.1 -0.115919 0.230931
1.1272 13.15 -0.138196 0.244011
1.1272 13.2 -0.161399 0.259892
1.1272 13.25 -0.185531 0.277197
1.1272 13.3 -0.210597 0.287494
1.1272 13.35 -0.236601 0.30271
1.1272 13.4 -0.263549 0.309299
1.1272 13.45 -0.291444 0.327319
1.1272 13.5 -0.320292 0.341332
1.1272 13.55 -0.350098 0.355161
1.1272 13.6 -0.380866 0.370788
1.1272 13.65 -0.412601 0.393745
1.1272 13.7 -0.445308 0.410223
1.1272 13.75 -0.478991 0.43065
1.1272 13.8 -0.513654 0.455723
1.1272 13.85 -0.549303 0.480884
1.1272 13.9 -0.58594 0.501925
1.1272 13.95 -0.623571 0.523148
1.1272 14 -0.662198 0.542842
1.1272 14.05 -0.701826 0.572051
1.1272 14.1 -0.742459 0.60058
1.1272 14.15 -0.7841 0.627244
1.1272 14.2 -0.826753 0.648174
1.1272 14.25 -0.87042 0.6743
1.1272 14.3 -0.915106 0.698688
1.1272 14.35 -0.960813 0.72397
1.1272 14.4 -1.00754 0.751137
